16828	2016	1	28	4	0	0.447	67.5
16828	2016	1	28	5	0	0.447	67.5
16828	2016	1	28	6	0	0	67.5
16828	2016	1	28	7	0	0	67.5
16828	2016	1	28	8	0	0	67.5
16828	2016	1	28	9	0	0.447	0
16828	2016	1	28	10	0	0.447	0
16828	2016	1	28	11	0	1.341	315
16828	2016	1	28	12	0	1.341	315
16829	2016	1	28	13	0	1.341	337.5
16829	2016	1	28	14	0	0.894	315
16829	2016	1	28	15	0	0.894	292.5
16829	2016	1	28	16	0	0.894	315
16829	2016	1	28	17	0	0.447	337.5
16829	2016	1	28	18	0	0	0
16829	2016	1	28	19	0	0	0
16829	2016	1	28	20	0	0	0
16829	2016	1	28	21	0	0	0
16829	2016	1	28	22	0	0	0
16829	2016	1	28	23	0	0	0
16829	2016	1	29	0	0	0	0
16829	2016	1	29	1	0	0	0
16829	2016	1	29	2	0	0	0
16829	2016	1	29	3	0	0	0
16829	2016	1	29	4	0	0	0
16829	2016	1	29	5	0	0	22.5
16829	2016	1	29	6	0	0	22.5
16829	2016	1	29	7	0	0	67.5
16829	2016	1	29	8	0	0	67.5
16829	2016	1	29	9	0	0.447	337.5
16829	2016	1	29	10	0	0.894	337.5
16829	2016	1	29	11	0	0.894	270
16830	2016	1	29	12	0	1.341	337.5
16830	2016	1	29	13	0	0.894	337.5
16830	2016	1	29	14	0	1.341	0
16830	2016	1	29	15	0	0.447	90
16830	2016	1	29	16	0	0.447	112.5
16830	2016	1	29	17	0	0	90
16830	2016	1	29	18	0	0	90
16830	2016	1	29	19	0	0.447	0
16830	2016	1	29	20	0	0.447	67.5
16830	2016	1	29	21	0	0.894	90
16830	2016	1	29	22	0	0.894	90
16830	2016	1	29	23	0	0.894	90
16830	2016	1	30	0	0	1.341	90
16831	2016	1	31	0	0	0.447	112.5
16831	2016	1	31	1	0	0.447	90
16831	2016	1	31	2	0	0.447	292.5
16831	2016	1	31	3	0	0	22.5
16831	2016	1	31	4	0	0.447	337.5
16831	2016	1	31	5	0	0.447	315
16831	2016	1	31	6	0	0	247.5
16831	2016	1	31	7	0	0	247.5
16831	2016	1	31	9	0	0	247.5
16831	2016	1	31	10	0	0.894	337.5
16831	2016	1	31	11	0	0.894	0
16832	2016	1	31	12	0	1.341	337.5
16832	2016	1	31	13	0	0.894	337.5
16832	2016	1	31	14	0	1.341	337.5
16832	2016	1	31	15	0	1.788	0
16832	2016	1	31	16	0	0.447	0
16832	2016	1	31	17	0	0.894	337.5
16832	2016	1	31	18	0	0.447	315
16832	2016	1	31	19	0	0.447	0
16832	2016	1	31	20	0	0.894	0
16832	2016	1	31	21	0	0.447	270
16832	2016	1	31	22	0	0.894	270
16832	2016	1	31	23	0	0.894	292.5
16832	2016	2	1	0	0	0.894	292.5
16832	2016	2	1	1	0	0.447	292.5
16832	2016	2	1	2	0	0.447	67.5
16832	2016	2	1	3	0	0	112.5
16832	2016	2	1	4	0	0.447	67.5
16832	2016	2	1	5	0	0	90
16832	2016	2	1	6	0	0	90
16832	2016	2	1	7	0	0	90
16832	2016	2	1	8	0	0	22.5
16832	2016	2	1	9	0	0.894	90
16832	2016	2	1	10	0	0.894	22.5
16832	2016	2	1	11	0	0.894	90
16832	2016	2	1	12	0	0.894	22.5
16833	2016	2	1	13	0	0.894	90
16833	2016	2	1	14	0	1.341	90
16833	2016	2	1	15	0	0.894	90
16833	2016	2	1	16	0	1.341	90
16833	2016	2	1	17	0	0.894	90
16833	2016	2	1	18	0	0.894	90
16833	2016	2	1	19	0	0	22.5
16833	2016	2	1	20	0	0.447	180
16833	2016	2	1	21	0	0	180
16833	2016	2	1	22	0	0.447	112.5
16833	2016	2	1	23	0	0	292.5
16833	2016	2	2	0	0	0.447	0
16834	2016	2	2	23	0	0	337.5
16834	2016	2	3	0	0	0	337.5
16834	2016	2	3	1	0	0	22.5
16835	2016	2	3	16	0	1.341	90
16835	2016	2	3	17	0	0.894	90
16835	2016	2	3	18	0	1.341	315
16835	2016	2	3	19	0	1.788	337.5
16835	2016	2	3	20	0	2.235	292.5
16835	2016	2	3	21	0	0.894	292.5
16835	2016	2	3	22	0	0.894	180
16835	2016	2	3	23	0	0	247.5
16835	2016	2	4	0	0	0.447	247.5
16835	2016	2	4	1	0	0	247.5
16835	2016	2	4	2	0	0.894	112.5
16835	2016	2	4	3	0	1.341	112.5
16835	2016	2	4	4	0	0.447	112.5
16835	2016	2	4	5	0	0.447	180
16835	2016	2	4	6	0	0.447	225
16835	2016	2	4	7	0	0.447	202.5
16835	2016	2	4	8	0	1.341	270
16835	2016	2	4	9	0	1.788	270
16835	2016	2	4	10	0	2.682	270
16835	2016	2	4	11	0	2.235	292.5
16836	2016	2	4	12	0	1.788	315
16836	2016	2	4	13	0	2.235	270
16836	2016	2	4	14	0	1.788	315
16836	2016	2	4	15	0	1.788	292.5
16836	2016	2	4	16	0	1.788	270
16836	2016	2	4	17	0	0.894	247.5
16836	2016	2	4	18	0	0.447	202.5
16836	2016	2	4	19	0	0.447	202.5
16836	2016	2	4	20	0	0.447	202.5
16836	2016	2	4	21	0	0	135
16836	2016	2	4	22	0	1.341	225
16836	2016	2	4	23	0	0.447	157.5
16836	2016	2	5	0	0	1.341	180
16836	2016	2	5	1	0	0.447	225
16836	2016	2	5	2	0	1.341	202.5
16836	2016	2	5	3	0	0.894	225
16836	2016	2	5	4	0	0.447	202.5
16836	2016	2	5	5	0	0	202.5
16836	2016	2	5	6	0	0	157.5
16836	2016	2	5	7	0	0.447	202.5
16836	2016	2	5	8	0	0	22.5
16836	2016	2	5	9	0	0.447	0
16836	2016	2	5	10	0	0.447	337.5
16836	2016	2	5	11	0	0.894	22.5
16836	2016	2	5	12	0	0.894	22.5
16837	2016	2	5	13	0	0.894	22.5
16837	2016	2	5	14	0	1.341	22.5
16837	2016	2	5	15	0	1.341	90
16837	2016	2	5	16	0	1.341	90
16837	2016	2	5	17	0	1.788	90
16837	2016	2	5	18	0	0.894	90
16837	2016	2	5	19	0	0.894	90
16837	2016	2	5	20	0	0.894	90
16837	2016	2	5	21	0	0.447	90
16837	2016	2	5	22	0	0.447	90
16837	2016	2	5	23	0	1.341	270
16837	2016	2	6	0	0	0.447	270
16837	2016	2	6	1	0	0.447	315
16837	2016	2	6	2	0	0.447	315
16837	2016	2	6	3	0	0.894	270
16837	2016	2	6	4	0	0.447	270
16837	2016	2	6	5	0	0.447	292.5
16837	2016	2	6	6	0	1.341	270
16837	2016	2	6	7	0	1.341	270
16837	2016	2	6	8	0	1.341	292.5
16837	2016	2	6	9	0	1.341	270
16837	2016	2	6	10	0	1.788	270
16837	2016	2	6	11	0	1.788	292.5
16838	2016	2	6	12	0	1.788	292.5
16838	2016	2	6	13	0	0.894	292.5
16838	2016	2	6	14	0	0.447	337.5
16838	2016	2	6	15	0	0.447	22.5
16838	2016	2	6	16	0	0.447	90
16838	2016	2	6	17	0	0.447	22.5
16838	2016	2	6	18	0	0.447	90
16838	2016	2	6	19	0	0.447	90
16838	2016	2	6	20	0	0.447	90
16838	2016	2	6	21	0	0	90
16838	2016	2	6	22	0	0	90
16838	2016	2	6	23	0	0	90
16838	2016	2	7	0	0	0.447	112.5
16838	2016	2	7	1	0	0	112.5
16838	2016	2	7	2	0	0	112.5
16838	2016	2	7	3	0	1.341	112.5
16838	2016	2	7	4	0	0.894	112.5
16838	2016	2	7	5	0	1.341	112.5
16839	2016	2	7	22	0	2.235	112.5
16839	2016	2	7	23	0	0.894	90
16840	2016	2	8	12	0	1.788	315
16840	2016	2	8	13	0	1.788	270
16840	2016	2	8	14	0	1.788	337.5
16840	2016	2	8	15	0	1.341	315
16840	2016	2	8	16	0	0.894	337.5
16840	2016	2	8	17	0	0.447	0
16840	2016	2	8	18	0	0	45
16840	2016	2	8	19	0	0.447	67.5
16840	2016	2	8	20	0	0.447	67.5
16840	2016	2	8	21	0	0.447	247.5
16840	2016	2	8	22	0	0	225
16840	2016	2	8	23	0	0	202.5
16840	2016	2	9	0	0	0.447	202.5
16840	2016	2	9	1	0	0	202.5
16840	2016	2	9	2	0	0	202.5
16840	2016	2	9	3	0	0	202.5
16840	2016	2	9	4	0	0	202.5
16840	2016	2	9	5	0	0.447	292.5
16840	2016	2	9	6	0	0.894	315
16840	2016	2	9	7	0	0.447	270
16840	2016	2	9	8	0	0.447	270
16840	2016	2	9	9	0	0	292.5
16840	2016	2	9	10	0	0.447	90
16840	2016	2	9	11	0	0.894	22.5
16840	2016	2	9	12	0	1.341	112.5
16841	2016	2	9	13	0	3.129	180
16841	2016	2	9	14	0	2.235	135
16841	2016	2	9	15	0	2.235	157.5
16841	2016	2	9	16	0	3.129	180
16841	2016	2	9	17	0	1.788	157.5
16841	2016	2	9	18	0	2.235	157.5
16841	2016	2	9	19	0	1.788	135
16841	2016	2	9	20	0	1.788	135
16841	2016	2	9	21	0	0.447	112.5
16841	2016	2	9	22	0	1.788	135
16841	2016	2	9	23	0	3.129	180
16841	2016	2	10	0	0	1.788	202.5
16841	2016	2	10	1	0	2.235	292.5
16841	2016	2	10	2	0	2.682	270
16841	2016	2	10	3	0	0.894	292.5
16841	2016	2	10	4	0	1.788	247.5
16841	2016	2	10	5	0	1.341	270
16841	2016	2	10	6	0	2.682	270
16841	2016	2	10	7	0	2.682	247.5
16841	2016	2	10	8	0	2.682	270
16841	2016	2	10	9	0	2.682	270
16841	2016	2	10	10	0	3.576	270
16841	2016	2	10	11	0	3.576	270
16842	2016	2	10	12	0	4.023	270
16842	2016	2	10	13	0	4.023	270
16842	2016	2	10	14	0	4.47	315
16842	2016	2	10	15	0	4.47	292.5
16842	2016	2	10	16	0	3.576	270
16842	2016	2	10	17	0	2.682	315
16842	2016	2	10	18	0	1.341	292.5
16842	2016	2	10	19	0	0.894	270
16842	2016	2	10	20	0	0.894	225
16842	2016	2	10	21	0	0.447	225
16842	2016	2	10	22	0	1.341	180
16842	2016	2	10	23	0	1.341	225
16842	2016	2	11	0	0	2.235	180
16842	2016	2	11	1	0	0.447	180
16842	2016	2	11	2	0	1.788	225
16842	2016	2	11	3	0	2.235	202.5
16842	2016	2	11	4	0	0.447	202.5
16842	2016	2	11	5	0	0.894	337.5
16842	2016	2	11	6	0	1.341	270
16842	2016	2	11	7	0	1.341	247.5
16842	2016	2	11	8	0	1.341	247.5
16842	2016	2	11	9	0	1.341	270
16842	2016	2	11	10	0	1.788	315
16842	2016	2	11	11	0	2.682	292.5
16842	2016	2	11	12	0	2.235	315
16843	2016	2	11	13	0	2.235	315
16843	2016	2	11	14	0	2.235	270
16843	2016	2	11	15	0	1.341	270
16843	2016	2	11	16	0	1.341	315
16843	2016	2	11	17	0	0.447	315
16843	2016	2	11	18	0	0.447	45
16843	2016	2	11	19	0	0.894	90
16843	2016	2	11	20	0	0.447	90
16843	2016	2	11	21	0	0	90
16843	2016	2	11	22	0	0.447	135
16843	2016	2	11	23	0	0.447	0
16843	2016	2	12	0	0	0	0
16843	2016	2	12	1	0	0.447	45
16843	2016	2	12	2	0	0.447	90
16844	2016	2	12	16	0	1.788	90
16844	2016	2	12	17	0	2.235	90
16844	2016	2	12	18	0	2.235	90
16844	2016	2	12	19	0	2.682	90
16844	2016	2	12	20	0	2.235	90
16844	2016	2	12	21	0	0.894	90
16844	2016	2	12	22	0	0.894	22.5
16844	2016	2	12	23	0	0.894	0
16844	2016	2	13	0	0	1.788	315
16844	2016	2	13	1	0	2.235	270
16844	2016	2	13	2	0	2.235	270
16844	2016	2	13	3	0	1.788	247.5
16844	2016	2	13	4	0	0.894	315
16844	2016	2	13	5	0	0.447	270
16844	2016	2	13	6	0	0.894	292.5
16844	2016	2	13	7	0	1.341	270
16844	2016	2	13	8	0	1.788	270
16844	2016	2	13	9	0	1.788	270
16844	2016	2	13	10	0	2.235	315
16844	2016	2	13	11	0	1.788	315
16844	2016	2	13	12	0	1.341	337.5
16845	2016	2	13	13	0	1.341	337.5
16845	2016	2	13	14	0	0.894	45
16845	2016	2	13	15	0	0.894	112.5
16845	2016	2	13	16	0	0.894	22.5
16845	2016	2	13	17	0	0.894	90
16845	2016	2	13	18	0	0.894	90
16845	2016	2	13	19	0	0.894	90
16845	2016	2	13	20	0	0.894	112.5
16845	2016	2	13	21	0	0.447	112.5
16845	2016	2	13	22	0	0.447	112.5
16845	2016	2	13	23	0	0.447	45
16845	2016	2	14	0	0	1.341	337.5
16845	2016	2	14	1	0	0.447	0
16845	2016	2	14	2	0	0	0
16845	2016	2	14	3	0	0	0
16845	2016	2	14	4	0	0.447	67.5
16845	2016	2	14	5	0	0.894	90
16845	2016	2	14	6	0	0.447	90
16845	2016	2	14	7	0	0.894	90
16845	2016	2	14	8	0	1.788	90
16845	2016	2	14	9	0	1.341	90
16845	2016	2	14	10	0	0.447	22.5
16845	2016	2	14	11	0	0.447	0
16846	2016	2	14	12	0	1.341	0
16846	2016	2	14	13	0	1.788	0
16846	2016	2	14	14	0	2.235	0
16846	2016	2	14	15	0	1.788	292.5
16846	2016	2	14	16	0	0.894	315
16846	2016	2	14	17	0	0.447	315
16846	2016	2	14	18	0	0.894	292.5
16846	2016	2	14	19	0	0.447	315
16846	2016	2	14	20	0	0.447	0
16846	2016	2	14	21	0	0.894	292.5
16846	2016	2	14	22	0	1.341	292.5
16846	2016	2	14	23	0	0.894	270
16846	2016	2	15	0	0	0.894	292.5
16847	2016	2	16	0	0	0.447	202.5
16847	2016	2	16	1	0	0.894	225
16847	2016	2	16	2	0	0.447	202.5
16847	2016	2	16	3	0	0.447	247.5
16847	2016	2	16	4	0	0.894	247.5
16847	2016	2	16	5	0	0.894	247.5
16847	2016	2	16	6	0	1.341	270
16847	2016	2	16	7	0	0.894	270
16847	2016	2	16	8	0	0.447	270
16847	2016	2	16	9	0	0.894	0
16847	2016	2	16	10	0	0	202.5
16847	2016	2	16	11	0	0.447	0
16848	2016	2	16	12	0	1.341	0
16848	2016	2	16	13	0	1.341	270
16848	2016	2	16	14	0	1.788	292.5
16848	2016	2	16	15	0	1.341	0
16848	2016	2	16	16	0	0.894	0
16848	2016	2	16	17	0	1.341	0
16848	2016	2	16	18	0	1.341	337.5
16848	2016	2	16	19	0	0.894	22.5
16848	2016	2	16	20	0	0.894	22.5
16848	2016	2	16	21	0	0.894	0
16848	2016	2	16	22	0	0.447	0
16848	2016	2	16	23	0	1.341	0
16848	2016	2	17	0	0	0.894	22.5
16848	2016	2	17	1	0	1.341	22.5
16848	2016	2	17	2	0	1.341	0
16848	2016	2	17	3	0	1.341	0
16848	2016	2	17	4	0	0.894	337.5
16848	2016	2	17	5	0	1.341	292.5
16848	2016	2	17	6	0	1.341	270
16848	2016	2	17	7	0	2.235	270
16848	2016	2	17	8	0	1.788	270
16848	2016	2	17	9	0	1.788	247.5
16848	2016	2	17	10	0	1.341	270
16848	2016	2	17	11	0	1.341	270
16848	2016	2	17	12	0	1.341	292.5
16849	2016	2	17	13	0	1.788	337.5
16849	2016	2	17	14	0	0.894	337.5
16849	2016	2	17	15	0	0.894	337.5
16849	2016	2	17	16	0	0.447	22.5
16849	2016	2	17	17	0	0.447	22.5
16849	2016	2	17	18	0	0.447	22.5
16849	2016	2	17	19	0	0.447	112.5
16849	2016	2	17	20	0	0.447	112.5
16849	2016	2	17	21	0	0.447	112.5
16849	2016	2	17	22	0	1.341	337.5
16849	2016	2	17	23	0	0.447	0
16849	2016	2	18	0	0	0.894	270
16849	2016	2	18	1	0	0.894	270
16849	2016	2	18	2	0	0.894	270
16849	2016	2	18	3	0	0.894	270
16849	2016	2	18	4	0	0.894	270
16849	2016	2	18	5	0	0.894	247.5
16849	2016	2	18	6	0	0.894	247.5
16849	2016	2	18	7	0	0.447	247.5
16849	2016	2	18	8	0	0.894	292.5
16849	2016	2	18	9	0	1.788	247.5
16849	2016	2	18	10	0	1.788	270
16849	2016	2	18	11	0	1.788	270
16850	2016	2	18	12	0	2.682	315
16850	2016	2	18	13	0	2.682	270
16850	2016	2	18	14	0	2.682	315
16850	2016	2	18	15	0	2.682	270
16850	2016	2	18	16	0	2.235	270
16850	2016	2	18	17	0	1.788	270
16850	2016	2	18	18	0	0.894	270
16850	2016	2	18	19	0	1.341	247.5
16850	2016	2	18	20	0	1.341	247.5
16850	2016	2	18	21	0	0.894	247.5
16850	2016	2	18	22	0	1.341	270
16850	2016	2	18	23	0	0.447	225
16850	2016	2	19	0	0	0.447	225
16850	2016	2	19	1	0	0.447	247.5
16850	2016	2	19	2	0	0.447	202.5
16850	2016	2	19	3	0	0.447	225
16850	2016	2	19	4	0	0.447	292.5
16850	2016	2	19	5	0	0	292.5
16850	2016	2	19	6	0	0.447	292.5
16850	2016	2	19	7	0	0	270
16850	2016	2	19	8	0	0	270
16850	2016	2	19	9	0	0.447	315
16850	2016	2	19	10	0	0.894	337.5
16850	2016	2	19	11	0	1.341	337.5
16850	2016	2	19	12	0	1.788	337.5
16851	2016	2	19	13	0	0.894	292.5
16851	2016	2	19	14	0	1.341	202.5
16851	2016	2	19	15	0	3.576	180
16851	2016	2	19	16	0	3.576	180
16851	2016	2	19	17	0	3.129	202.5
16851	2016	2	19	18	0	2.235	202.5
16851	2016	2	19	19	0	1.341	202.5
16851	2016	2	19	20	0	1.788	202.5
16851	2016	2	19	21	0	1.788	202.5
16851	2016	2	19	22	0	1.341	202.5
16851	2016	2	19	23	0	0.894	315
16851	2016	2	20	0	0	2.235	337.5
16851	2016	2	20	1	0	0.447	90
16851	2016	2	20	2	0	0.447	67.5
16851	2016	2	20	3	0	0.447	135
16851	2016	2	20	4	0	0.447	292.5
16851	2016	2	20	5	0	0.894	292.5
16851	2016	2	20	6	0	0.894	292.5
16851	2016	2	20	7	0	0.894	270
16851	2016	2	20	8	0	0.894	247.5
16851	2016	2	20	9	0	0.894	270
16851	2016	2	20	10	0	1.341	292.5
16851	2016	2	20	11	0	1.788	292.5
16852	2016	2	20	12	0	1.341	337.5
16852	2016	2	20	13	0	1.341	337.5
16852	2016	2	20	14	0	0.894	337.5
16852	2016	2	20	15	0	0.447	315
16852	2016	2	20	16	0	0.447	45
16852	2016	2	20	17	0	0.894	90
16852	2016	2	20	18	0	0.894	90
16852	2016	2	20	19	0	0.447	90
16852	2016	2	20	20	0	0.447	135
16852	2016	2	20	21	0	0	180
16852	2016	2	20	22	0	0.447	180
16852	2016	2	20	23	0	0.894	180
16852	2016	2	21	0	0	1.341	225
16853	2016	2	21	13	0	1.341	0
16853	2016	2	21	14	0	0.894	337.5
16853	2016	2	21	15	0	0.447	270
16853	2016	2	21	16	0	0.894	22.5
16853	2016	2	21	17	0	0.894	90
16853	2016	2	21	18	0	0.894	90
16853	2016	2	21	19	0	0.447	90
16853	2016	2	21	20	0	0.894	135
16853	2016	2	21	21	0	0.447	247.5
16853	2016	2	21	22	0	0	315
16853	2016	2	21	23	0	0	315
16854	2016	2	22	13	0	0.894	0
16854	2016	2	22	14	0	1.341	0
16854	2016	2	22	15	0	1.341	90
16854	2016	2	22	16	0	1.788	90
16854	2016	2	22	17	0	2.682	90
16854	2016	2	22	18	0	0.894	90
16854	2016	2	22	19	0	0.447	90
16854	2016	2	22	20	0	0.894	0
16854	2016	2	22	21	0	0.447	22.5
16854	2016	2	22	22	0	0.447	22.5
16854	2016	2	22	23	0	0.447	45
16854	2016	2	23	0	0	0.894	45
16854	2016	2	23	1	0	0.447	0
16854	2016	2	23	2	0	0	90
16854	2016	2	23	3	0	0.447	90
16854	2016	2	23	4	0	3.129	112.5
16854	2016	2	23	5	0	1.341	0
16854	2016	2	23	6	0	0.894	337.5
16854	2016	2	23	7	0	0.447	67.5
16854	2016	2	23	8	0	0.894	292.5
16854	2016	2	23	9	0	1.788	0
16854	2016	2	23	10	0	1.788	315
16854	2016	2	23	11	0	1.341	292.5
16854	2016	2	23	12	0	1.341	292.5
16855	2016	2	23	13	0	1.341	292.5
16855	2016	2	23	14	0	1.788	337.5
16855	2016	2	23	15	0	1.341	0
16855	2016	2	23	16	0	0.894	337.5
16855	2016	2	23	17	0	0.894	0
16855	2016	2	23	18	0	0	337.5
16855	2016	2	23	19	0	0	337.5
16855	2016	2	23	20	0	0.447	135
16855	2016	2	23	21	0	0	135
16855	2016	2	23	22	0	0.447	135
16855	2016	2	23	23	0	0.894	270
16855	2016	2	24	0	0	0.447	292.5
16855	2016	2	24	1	0	0.447	270
16855	2016	2	24	2	0	0	270
16855	2016	2	24	3	0	0	270
16855	2016	2	24	4	0	0	270
16855	2016	2	24	5	0	0	292.5
16855	2016	2	24	6	0	0	292.5
16855	2016	2	24	7	0	0	292.5
16855	2016	2	24	8	0	0.447	0
16855	2016	2	24	9	0	0.894	0
16855	2016	2	24	10	0	0.447	0
16855	2016	2	24	11	0	0.894	90
16856	2016	2	24	12	0	1.341	90
16856	2016	2	24	13	0	1.341	90
16856	2016	2	24	14	0	3.129	90
16856	2016	2	24	15	0	3.576	90
16856	2016	2	24	16	0	2.682	90
16856	2016	2	24	17	0	2.682	90
16856	2016	2	24	18	0	2.235	90
16856	2016	2	24	19	0	2.235	90
16856	2016	2	24	20	0	2.235	90
16856	2016	2	24	21	0	2.682	90
16856	2016	2	24	22	0	2.235	90
16856	2016	2	24	23	0	2.235	90
16856	2016	2	25	0	0	2.235	90
16856	2016	2	25	1	0	1.788	90
16857	2016	2	26	0	0	0	67.5
16857	2016	2	26	1	0	0	67.5
16857	2016	2	26	2	0	0.447	225
16857	2016	2	26	3	0	0.447	225
16857	2016	2	26	4	0	0.447	270
16857	2016	2	26	5	0	0.447	270
16857	2016	2	26	6	0	0.447	270
16857	2016	2	26	7	0	0.447	270
16857	2016	2	26	8	0	0.894	270
16857	2016	2	26	9	0	0.447	67.5
16857	2016	2	26	10	0	0.447	90
16857	2016	2	26	11	0	0.894	90
16858	2016	2	26	12	0	1.341	90
16858	2016	2	26	13	0	1.788	90
16858	2016	2	26	14	0	1.341	90
16858	2016	2	26	15	0	1.788	90
16858	2016	2	26	16	0	1.788	90
16858	2016	2	26	17	0	2.235	90
16858	2016	2	26	18	0	3.129	90
16858	2016	2	26	19	0	3.129	90
16858	2016	2	26	20	0	2.682	112.5
16858	2016	2	26	21	0	2.235	90
16858	2016	2	26	22	0	1.788	90
16858	2016	2	26	23	0	1.341	112.5
16858	2016	2	27	0	0	1.341	112.5
16858	2016	2	27	1	0	0.894	90
16858	2016	2	27	2	0	0.447	112.5
16859	2016	2	27	21	0	1.341	90
16859	2016	2	27	22	0	1.341	90
16859	2016	2	27	23	0	1.341	90
16859	2016	2	28	0	0	3.576	90
16859	2016	2	28	1	0	3.129	90
16859	2016	2	28	2	0	1.341	112.5
16859	2016	2	28	3	0	1.788	90
16859	2016	2	28	4	0	0.894	90
16859	2016	2	28	5	0	0	90
16859	2016	2	28	6	0	0.447	45
16859	2016	2	28	7	0	0.894	90
16859	2016	2	28	8	0	0.447	90
16859	2016	2	28	9	0	1.788	112.5
16859	2016	2	28	10	0	1.788	112.5
16859	2016	2	28	11	0	0.447	112.5
16860	2016	2	28	12	0	0	22.5
16860	2016	2	28	13	0	0.447	337.5
16860	2016	2	28	14	0	0.447	337.5
16860	2016	2	28	15	0	0	337.5
16860	2016	2	28	16	0	0.447	337.5
16860	2016	2	28	17	0	0.447	45
16860	2016	2	28	18	0	0.447	90
16860	2016	2	28	19	0	0.894	90
16860	2016	2	28	20	0	2.235	90
16860	2016	2	28	21	0	1.788	90
16860	2016	2	28	22	0	3.129	90
16860	2016	2	28	23	0	3.129	90
16860	2016	2	29	0	0	2.235	22.5
16860	2016	2	29	1	0	1.788	90
16860	2016	2	29	2	0	2.235	90
16860	2016	2	29	3	0	1.341	22.5
16860	2016	2	29	4	0	0.894	22.5
16860	2016	2	29	5	0	0	112.5
16860	2016	2	29	6	0	0	112.5
16860	2016	2	29	7	0	0	270
16860	2016	2	29	8	0	0.894	112.5
16860	2016	2	29	9	0	1.788	90
16860	2016	2	29	10	0	2.235	112.5
16860	2016	2	29	11	0	1.341	112.5
16860	2016	2	29	12	0	1.788	135
16861	2016	2	29	13	0	1.341	112.5
16861	2016	2	29	14	0	1.341	90
16861	2016	2	29	15	0	0.894	112.5
16861	2016	2	29	16	0	0.894	22.5
16861	2016	2	29	17	0	0.894	180
16861	2016	2	29	18	0	0.447	180
16861	2016	2	29	19	0	0	90
16861	2016	2	29	20	0	0	90
16861	2016	2	29	21	0	0.447	90
16861	2016	2	29	22	0	0.447	90
16861	2016	2	29	23	0	0.447	112.5
17136	2016	12	1	0	0	0.894	202.5
17136	2016	12	1	1	0	0.447	202.5
17136	2016	12	1	2	0	0.894	202.5
17136	2016	12	1	3	0	0	202.5
17136	2016	12	1	4	0	0.447	202.5
17136	2016	12	1	5	0	0	202.5
17136	2016	12	1	6	0	0.447	202.5
17136	2016	12	1	7	0	0.894	180
17136	2016	12	1	8	0	0.447	180
17136	2016	12	1	9	0	0.447	180
17136	2016	12	1	10	0	0.447	247.5
17136	2016	12	1	11	0	0.894	247.5
17136	2016	12	1	12	0	1.341	247.5
17137	2016	12	1	13	0	1.341	270
17137	2016	12	1	14	0	1.341	337.5
17137	2016	12	1	15	0	0.447	292.5
17137	2016	12	1	16	0	0.447	0
17137	2016	12	1	17	0	0	67.5
17137	2016	12	1	18	0	0	67.5
17137	2016	12	1	19	0	0	180
17137	2016	12	1	20	0	0.447	180
17137	2016	12	1	21	0	0	180
17137	2016	12	1	22	0	0	180
17137	2016	12	1	23	0	0.447	315
17138	2016	12	2	17	0	1.341	90
17138	2016	12	2	18	0	0.894	112.5
17138	2016	12	2	19	0	1.341	90
17138	2016	12	2	20	0	0.894	90
17138	2016	12	2	21	0	0	90
17138	2016	12	2	22	0	0	90
17138	2016	12	2	23	0	0	90
17138	2016	12	3	0	0	0	90
17138	2016	12	3	1	0	0	112.5
17138	2016	12	3	2	0	0	112.5
17138	2016	12	3	3	0	0	90
17138	2016	12	3	4	0	0	22.5
17138	2016	12	3	5	0	0.447	337.5
17138	2016	12	3	6	0	0.447	315
17138	2016	12	3	7	0	0.447	270
17138	2016	12	3	8	0	0.894	270
17138	2016	12	3	9	0	1.788	270
17139	2016	12	4	0	0	1.341	292.5
17141	2016	12	5	22	0	0	112.5
17141	2016	12	5	23	0	0	202.5
17141	2016	12	6	0	0	0	202.5
17141	2016	12	6	1	0	0.447	202.5
17141	2016	12	6	2	0	0.447	180
17141	2016	12	6	3	0	0.447	112.5
17141	2016	12	6	4	0	0	90
17141	2016	12	6	5	0	0.447	0
17141	2016	12	6	6	0	0	0
17141	2016	12	6	7	0	0.447	180
17141	2016	12	6	8	0	0	202.5
17142	2016	12	6	23	0	0.447	292.5
17142	2016	12	7	0	0	0.447	292.5
17142	2016	12	7	1	0	0.894	292.5
17142	2016	12	7	2	0	0.894	247.5
17142	2016	12	7	3	0	0.447	292.5
17142	2016	12	7	4	0	0	202.5
17143	2016	12	7	22	0	0	225
17143	2016	12	7	23	0	0.894	292.5
17143	2016	12	8	0	0	1.341	292.5
17143	2016	12	8	1	0	1.341	292.5
17143	2016	12	8	2	0	0.894	315
17143	2016	12	8	3	0	0.447	315
17143	2016	12	8	4	0	0.447	292.5
17143	2016	12	8	5	0	0.447	315
17143	2016	12	8	6	0	0.447	292.5
17143	2016	12	8	7	0	0	337.5
17143	2016	12	8	8	0	0	337.5
17143	2016	12	8	9	0	0	315
17143	2016	12	8	10	0	0.447	247.5
17143	2016	12	8	11	0	1.341	270
17144	2016	12	8	12	0	1.341	337.5
17144	2016	12	8	13	0	1.788	337.5
17144	2016	12	8	14	0	0.894	292.5
17144	2016	12	8	15	0	0.894	270
17144	2016	12	8	16	0	1.341	0
17144	2016	12	8	17	0	0.447	22.5
17144	2016	12	8	18	0	0.447	90
17144	2016	12	8	19	0	0.447	67.5
17144	2016	12	8	20	0	0.447	90
17144	2016	12	8	21	0	0	90
